transcript_id,10-100,10-D,8-100,8-D,9-100,9-D
Prupe.1G174400.5_v2.0.a1,9,20,25,15,13,0
Prupe.1G314100.4_v2.0.a1,55,288,54,95,86,69
Prupe.8G050900.6_v2.0.a1,0,0,0,0,0,0
Prupe.1G164600.1_v2.0.a1,2269,856,2846,892,1813,471
Prupe.1G306300.1_v2.0.a1,356,139,199,494,0,266
Prupe.2G199100.1_v2.0.a1,17,41,16,36,12,25
Prupe.1G340500.1_v2.0.a1,102,4,127,0,83,4
Prupe.6G231600.3_v2.0.a1,76,20,91,80,104,0
Prupe.7G038600.2_v2.0.a1,0,0,0,0,0,0
MSTRG.18721.4,0,97,85,0,0,195
Prupe.6G296300.11_v2.0.a1,0,0,0,2,0,0
Prupe.8G040600.3_v2.0.a1,0,118,60,0,0,443
MSTRG.3501.6,0,0,0,2,307,0
Prupe.6G036600.2_v2.0.a1,39,3,5,0,2,0
MSTRG.515.2,427,14,316,56,6,2
MSTRG.11566.5,23,18,41,14,14,28
Prupe.8G192400.3_v2.0.a1,0,212,0,0,0,0
Prupe.8G012100.1_v2.0.a1,1,0,5,1,7,0
Prupe.2G042200.1_v2.0.a1,1,0,0,2,0,0
Prupe.1G208600.6_v2.0.a1,0,3,0,0,0,0
Prupe.8G189300.2_v2.0.a1,0,55,0,51,0,21
Prupe.8G197900.1_v2.0.a1,19,74,23,60,14,73
MSTRG.11566.3,30,0,31,38,18,4
Prupe.7G058500.1_v2.0.a1,0,29,0,278,0,0
Prupe.4G185000.1_v2.0.a1,2285,346,2307,338,1383,284
Prupe.6G317700.9_v2.0.a1,0,0,0,0,0,0
Prupe.2G209900.1_v2.0.a1,0,0,0,13,0,35
Prupe.1G466400.1_v2.0.a1,19,0,27,16,0,476
Prupe.1G457000.1_v2.0.a1,0,104,0,52,6,0
Prupe.3G066300.9_v2.0.a1,0,0,0,0,0,0
Prupe.1G060100.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G153700.1_v2.0.a1,1160,931,1204,844,867,505
Prupe.4G162900.1_v2.0.a1,1,4,2,4,1,3
Prupe.4G010400.5_v2.0.a1,0,0,0,0,0,0
MSTRG.408.3,2,0,3,0,0,19
Prupe.2G312500.1_v2.0.a1,5,0,5,0,0,11
Prupe.6G094500.1_v2.0.a1,9,1,111,19,20,23
MSTRG.10493.2,368,119,418,166,228,203
Prupe.1G379000.2_v2.0.a1,0,0,0,0,0,0
Prupe.7G041500.2_v2.0.a1,0,0,2,0,2,0
Prupe.6G241400.1_v2.0.a1,441,231,513,189,343,150
Prupe.3G036200.1_v2.0.a1,0,0,13,0,0,0
Prupe.5G124600.1_v2.0.a1,166,142,191,131,139,83
Prupe.2G154600.4_v2.0.a1,0,0,0,0,0,0
Prupe.8G126400.1_v2.0.a1,18,33,19,43,12,19
Prupe.2G263000.1_v2.0.a1,0,1,1,2,0,1
MSTRG.20409.2,70,55,0,0,147,0
Prupe.3G164100.2_v2.0.a1,0,0,0,0,0,0
Prupe.4G091800.2_v2.0.a1,0,0,0,0,0,644
Prupe.4G245900.1_v2.0.a1,0,79,0,62,0,60
Prupe.7G102600.2_v2.0.a1,141,118,69,78,99,68
Prupe.8G094400.1_v2.0.a1,1046,419,1241,424,919,415
Prupe.3G212300.1_v2.0.a1,370,336,323,400,242,341
MSTRG.18735.2,18,0,11,0,16,7
Prupe.7G010300.1_v2.0.a1,22,9,25,28,12,17
Prupe.5G242400.1_v2.0.a1,701,403,727,331,515,293
Prupe.2G129500.1_v2.0.a1,3,0,2,0,0,0
Prupe.6G362300.1_v2.0.a1,40,0,27,0,27,0
Prupe.2G224300.3_v2.0.a1,0,0,0,0,0,0
Prupe.6G193600.7_v2.0.a1,0,0,0,0,0,0
Prupe.4G153700.1_v2.0.a1,0,0,1,1,1,1
MSTRG.2005.4,1059,341,1191,381,782,283
Prupe.6G031500.3_v2.0.a1,0,0,0,0,0,0
Prupe.8G232900.1_v2.0.a1,627,436,581,497,497,357
Prupe.5G098500.1_v2.0.a1,205,94,291,114,179,76
Prupe.6G267300.1_v2.0.a1,2777,1225,4127,1346,3622,739
Prupe.7G026800.14_v2.0.a1,0,0,0,0,0,0
Prupe.1G407700.2_v2.0.a1,2,26,5,134,21,7
Prupe.7G270100.1_v2.0.a1,206,468,185,462,146,356
Prupe.1G490600.1_v2.0.a1,8,0,0,0,0,0
Prupe.7G141200.1_v2.0.a1,5,29,0,31,6,38
Prupe.5G232500.1_v2.0.a1,1932,493,1370,446,657,406
Prupe.6G018400.1_v2.0.a1,232,159,259,139,171,113
Prupe.3G250800.1_v2.0.a1,13,4,0,0,0,5
Prupe.6G293100.1_v2.0.a1,108,380,91,377,66,441
Prupe.3G226100.1_v2.0.a1,15,44,32,35,12,33
MSTRG.1256.3,4,67,99,184,29,182
MSTRG.8070.2,27,24,45,32,52,29
Prupe.1G097700.1_v2.0.a1,16,111,8,148,9,76
Prupe.7G012900.5_v2.0.a1,0,2,0,0,0,0
Prupe.2G219500.4_v2.0.a1,27,17,34,55,4,12
MSTRG.19528.4,0,47,0,8,0,12
MSTRG.1256.4,121,156,35,84,16,37
Prupe.4G000300.1_v2.0.a1,198,155,88,139,178,84
Prupe.2G063500.1_v2.0.a1,71,26,90,30,79,35
Prupe.6G306300.1_v2.0.a1,27,20,7,107,0,127
MSTRG.20576.2,24,12,11,18,3,56
Prupe.8G032400.2_v2.0.a1,0,0,0,0,0,0
Prupe.7G240800.1_v2.0.a1,279,154,347,175,282,30
Prupe.8G131600.1_v2.0.a1,181,1720,212,1897,144,825
Prupe.6G200000.1_v2.0.a1,0,0,0,0,0,0
MSTRG.17897.2,0,64,0,268,2,97
Prupe.3G161500.2_v2.0.a1,24,481,20,383,15,379
Prupe.6G132000.1_v2.0.a1,657,358,594,358,592,340
Prupe.1G528100.1_v2.0.a1,480,614,541,831,274,428
Prupe.1G357700.2_v2.0.a1,431,213,417,0,365,1
MSTRG.14523.2,111,113,99,156,87,70
Prupe.8G124300.1_v2.0.a1,688,273,693,307,631,224
Prupe.8G110400.1_v2.0.a1,774,141,1050,240,792,143
Prupe.1G073600.2_v2.0.a1,109,411,154,352,311,0
Prupe.8G013000.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G509600.1_v2.0.a1,4,3,8,5,7,1
Prupe.1G160700.1_v2.0.a1,1,2,1,1,1,1
Prupe.8G052000.4_v2.0.a1,0,0,0,0,0,0
Prupe.8G271300.3_v2.0.a1,0,0,0,0,0,0
Prupe.2G096000.1_v2.0.a1,0,2,0,1,1,2
Prupe.2G236100.2_v2.0.a1,0,0,0,0,39,0
Prupe.1G378400.1_v2.0.a1,190,208,127,193,168,179
Prupe.7G233800.4_v2.0.a1,2,115,0,0,0,106
Prupe.2G305800.1_v2.0.a1,2,4,0,7,2,240
Prupe.1G369900.19_v2.0.a1,0,0,0,0,0,0
Prupe.7G060900.1_v2.0.a1,0,76,0,0,0,0
Prupe.4G260500.4_v2.0.a1,0,0,0,0,0,0
Prupe.1G445600.4_v2.0.a1,0,0,118,0,0,0
Prupe.6G093200.1_v2.0.a1,562,0,650,256,421,176
Prupe.3G179600.3_v2.0.a1,0,9,13,8,0,0
Prupe.6G312100.1_v2.0.a1,0,0,0,0,0,28
Prupe.1G264600.1_v2.0.a1,1,0,0,0,0,0
Prupe.6G060700.7_v2.0.a1,0,0,0,0,0,0
Prupe.5G242300.1_v2.0.a1,15,2,6,2,5,8
Prupe.2G068300.1_v2.0.a1,56,52,61,50,41,24
Prupe.6G053800.1_v2.0.a1,355,358,0,521,0,3
Prupe.2G140400.1_v2.0.a1,67,56,181,99,78,247
Prupe.3G164000.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G254100.2_v2.0.a1,111,223,117,208,82,205
MSTRG.1668.4,23,102,0,46,6,78
Prupe.5G026100.9_v2.0.a1,0,0,0,0,0,0
Prupe.8G139900.1_v2.0.a1,0,1,1,0,0,2
Prupe.1G200000.19_v2.0.a1,0,0,0,0,0,0
MSTRG.2735.2,48,0,62,12,70,6
MSTRG.2735.3,0,0,20,0,0,0
MSTRG.2735.4,33,5,42,0,20,0
MSTRG.2735.5,8,0,12,0,0,0
MSTRG.5707.1,107,114,50,37,157,58
MSTRG.5707.2,120,38,118,99,0,11
MSTRG.5707.4,0,0,44,6,0,0
Prupe.2G216700.16_v2.0.a1,0,0,0,0,0,0
MSTRG.9344.1,178,0,164,65,155,0
Prupe.4G019200.1_v2.0.a1,1136,657,1343,377,1272,250
Prupe.1G030800.14_v2.0.a1,0,0,0,0,0,0
Prupe.4G057000.2_v2.0.a1,140,189,136,229,129,60
Prupe.8G074900.1_v2.0.a1,265,346,374,310,278,204
Prupe.6G104600.3_v2.0.a1,0,0,0,0,0,0
MSTRG.6111.1,242,9,178,101,135,84
MSTRG.17204.5,92,28,120,37,54,19
MSTRG.11982.3,0,3,0,10,0,2
Prupe.7G172600.4_v2.0.a1,0,0,0,0,0,0
Prupe.8G253300.1_v2.0.a1,559,780,447,832,348,557
Prupe.4G204900.1_v2.0.a1,2633,2764,2751,3227,1837,1514
MSTRG.12775.2,33,0,37,0,11,21
Prupe.8G082900.3_v2.0.a1,0,0,0,0,0,0
Prupe.3G014000.1_v2.0.a1,119,71,115,72,75,56
Prupe.7G023600.1_v2.0.a1,26,15,21,17,11,10
Prupe.2G053600.3_v2.0.a1,0,0,0,0,0,0
MSTRG.1266.4,78,74,81,76,56,56
Prupe.7G252000.1_v2.0.a1,0,2520,41,2817,0,2406
Prupe.7G077500.2_v2.0.a1,42,39,56,18,7,36
Prupe.7G216300.1_v2.0.a1,187,22,158,91,93,33
Prupe.4G074000.1_v2.0.a1,566,41,423,17,635,13
Prupe.3G099100.1_v2.0.a1,0,0,0,0,0,2
Prupe.7G124100.1_v2.0.a1,3,2,2,1,0,2
Prupe.6G000800.1_v2.0.a1,31,17,24,18,18,9
Prupe.1G215800.1_v2.0.a1,6,0,3,2,0,0
Prupe.6G272800.1_v2.0.a1,0,0,0,0,0,0
MSTRG.11710.5,0,0,0,0,61,0
Prupe.4G062700.1_v2.0.a1,25,3,35,3,25,7
MSTRG.4029.3,20,28,29,15,14,6
Prupe.1G065000.5_v2.0.a1,0,0,0,0,3,0
MSTRG.2729.1,136,39,15,0,23,47
Prupe.6G027900.17_v2.0.a1,0,0,0,0,0,0
MSTRG.2729.2,40,380,195,325,96,212
Prupe.3G246400.3_v2.0.a1,14,0,0,0,16,0
Prupe.3G316000.23_v2.0.a1,0,0,0,0,0,0
Prupe.8G040600.2_v2.0.a1,0,90,48,444,0,0
MSTRG.6592.16,0,0,0,49,0,1
Prupe.8G144900.1_v2.0.a1,29,0,15,9,0,13
Prupe.4G162700.1_v2.0.a1,2,3,3,7,5,7
Prupe.6G350800.1_v2.0.a1,8,45,0,29,0,0
MSTRG.12856.4,6,0,43,4,4,0
Prupe.7G059300.3_v2.0.a1,0,0,0,0,0,0
Prupe.5G053000.4_v2.0.a1,826,173,539,126,775,56
Prupe.6G081700.2_v2.0.a1,0,99,0,0,0,144
Prupe.6G070500.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G011700.2_v2.0.a1,18,41,93,33,12,35
MSTRG.1337.1,33,82,51,85,33,65
Prupe.4G168700.2_v2.0.a1,0,0,0,0,0,0
Prupe.2G020900.1_v2.0.a1,8,2,8,2,0,0
Prupe.8G153700.1_v2.0.a1,8,32,2,40,1,26
Prupe.7G050400.1_v2.0.a1,307,221,384,259,241,191
MSTRG.1258.4,0,89,15,0,0,0
Prupe.7G245800.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G095100.2_v2.0.a1,0,0,0,0,0,0
Prupe.3G178400.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G011300.1_v2.0.a1,337,536,368,494,261,248
MSTRG.4447.7,8,0,22,4,8,1
Prupe.2G179100.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G374900.3_v2.0.a1,4,14,10,12,11,97
Prupe.1G043500.1_v2.0.a1,0,3,12,2,0,0
MSTRG.4556.2,465,398,489,269,128,253
Prupe.5G208300.6_v2.0.a1,65,64,68,44,0,37
Prupe.7G011800.1_v2.0.a1,14,0,0,15,0,0
Prupe.6G332000.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G134600.1_v2.0.a1,531,279,451,284,413,289
Prupe.3G180000.1_v2.0.a1,0,1,0,41,34,170
Prupe.8G163000.1_v2.0.a1,2693,1391,3928,1514,1980,1059
MSTRG.3351.2,75,140,71,127,56,132
MSTRG.12957.2,7,13,6,28,6,17
MSTRG.16676.1,19,19,16,22,19,14
Prupe.7G019800.1_v2.0.a1,527,528,438,461,354,477
Prupe.3G245000.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G260400.1_v2.0.a1,669,250,1140,119,838,170
Prupe.2G326700.1_v2.0.a1,136,115,35,41,150,28
MSTRG.8851.1,14,0,504,0,0,0
Prupe.4G026600.3_v2.0.a1,36,0,16,0,0,0
MSTRG.12695.3,62,59,44,67,30,37
Prupe.8G207700.3_v2.0.a1,0,0,0,0,0,0
Prupe.5G145000.3_v2.0.a1,0,3,0,0,0,0
Prupe.6G027900.20_v2.0.a1,0,0,0,0,0,0
MSTRG.7227.2,519,1630,132,1457,201,1156
Prupe.2G150800.2_v2.0.a1,680,1044,1053,458,517,0
Prupe.7G199900.1_v2.0.a1,1173,596,1842,810,779,0
Prupe.3G263200.3_v2.0.a1,0,0,0,0,0,0
MSTRG.16644.1,0,32,0,32,0,23
MSTRG.10971.2,107,28,129,11,77,111
Prupe.6G031200.1_v2.0.a1,0,0,0,0,0,0
MSTRG.14513.2,83,129,197,108,133,48
MSTRG.14513.3,17,0,0,0,0,0
Prupe.2G011900.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G217000.1_v2.0.a1,1144,0,1194,110,928,71
Prupe.6G138500.1_v2.0.a1,2,1,2,0,3,0
Prupe.6G228200.2_v2.0.a1,0,0,0,0,0,0
MSTRG.5834.4,0,41,0,0,0,0
Prupe.4G050500.2_v2.0.a1,5,6,38,22,73,45
Prupe.7G202300.2_v2.0.a1,0,0,0,0,0,0
Prupe.4G009800.1_v2.0.a1,891,9461,952,9490,377,10319
Prupe.3G166300.3_v2.0.a1,0,9,0,0,0,0
Prupe.6G352500.1_v2.0.a1,136,113,174,63,133,0
Prupe.5G233800.2_v2.0.a1,17,5,0,6,6,0
Prupe.1G287700.1_v2.0.a1,94,16,150,8,11,123
Prupe.1G466700.1_v2.0.a1,162,259,135,141,150,113
Prupe.7G154300.2_v2.0.a1,0,0,0,0,0,0
Prupe.5G207900.1_v2.0.a1,0,60,0,43,0,37
Prupe.8G165700.9_v2.0.a1,0,3,0,0,0,0
MSTRG.2816.2,0,0,0,357,0,0
Prupe.8G042000.3_v2.0.a1,743,283,9,0,537,27
Prupe.1G164000.4_v2.0.a1,7,8,5,9,10,0
Prupe.7G002000.1_v2.0.a1,0,0,0,0,0,0
MSTRG.12689.4,0,150,0,0,0,0
MSTRG.12689.5,12,42,9,10,7,5
Prupe.5G186200.1_v2.0.a1,102,41,66,48,62,45
Prupe.1G508100.15_v2.0.a1,0,0,0,0,0,0
Prupe.7G225400.1_v2.0.a1,294,271,254,239,182,259
Prupe.4G004800.3_v2.0.a1,0,0,0,0,0,0
MSTRG.13542.5,53,44,0,6,4,0
MSTRG.13542.4,67,0,26,0,0,0
MSTRG.14455.5,0,0,0,0,0,6
Prupe.3G096000.1_v2.0.a1,0,2,0,5,0,0
Prupe.7G143900.4_v2.0.a1,0,0,0,0,0,0
Prupe.4G235300.1_v2.0.a1,148,214,179,237,145,145
Prupe.8G136700.4_v2.0.a1,0,0,0,0,0,0
Prupe.6G268500.1_v2.0.a1,0,0,0,1,0,3
Prupe.5G135500.6_v2.0.a1,0,0,0,0,0,0
Prupe.6G096400.2_v2.0.a1,0,0,0,0,0,0
Prupe.6G044400.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G218100.1_v2.0.a1,161,0,0,0,58,0
Prupe.6G177000.2_v2.0.a1,0,0,0,0,0,0
Prupe.3G075300.2_v2.0.a1,0,193,0,0,0,0
Prupe.6G286700.1_v2.0.a1,5,14,0,13,0,13
Prupe.4G165200.2_v2.0.a1,117,145,53,37,85,90
MSTRG.19740.3,83,212,163,191,98,6
Prupe.1G469700.2_v2.0.a1,0,0,0,0,0,0
Prupe.4G167600.4_v2.0.a1,0,60,0,1,0,0
MSTRG.9172.1,320,91,130,251,97,210
Prupe.7G057400.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G364100.1_v2.0.a1,7,0,0,0,0,0
MSTRG.7797.5,9,8,7,27,5,1
Prupe.1G502900.7_v2.0.a1,0,2,0,0,0,0
MSTRG.3802.1,2,23,2,16,2,8
MSTRG.6652.3,0,0,28,0,263,0
Prupe.2G027300.1_v2.0.a1,0,0,0,0,0,0
MSTRG.6652.4,0,0,156,0,19,2
MSTRG.6652.5,44,0,14,2,7,6
Prupe.4G268500.2_v2.0.a1,0,3,0,5,0,0
Prupe.7G269000.2_v2.0.a1,0,0,0,0,0,0
Prupe.2G008000.2_v2.0.a1,18,47,49,34,21,78
Prupe.5G094800.2_v2.0.a1,0,0,0,0,0,0
Prupe.2G216700.26_v2.0.a1,0,0,0,0,2,0
Prupe.3G203300.1_v2.0.a1,2,3334,2,3338,2,1232
Prupe.1G451400.4_v2.0.a1,4,0,4,6,0,34
MSTRG.3718.2,345,0,638,150,1146,0
MSTRG.4374.8,320,27,68,81,64,225
Prupe.2G313200.4_v2.0.a1,0,65,107,0,83,55
Prupe.5G205200.2_v2.0.a1,211,0,0,0,67,118
Prupe.2G190100.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G427500.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G493500.13_v2.0.a1,157,11,224,7,237,10
MSTRG.7239.1,81,47,54,47,50,34
Prupe.8G151100.1_v2.0.a1,0,100,103,74,0,0
Prupe.1G224900.6_v2.0.a1,5,10,8,0,9,177
Prupe.2G244300.2_v2.0.a1,0,9,6,20,0,6
Prupe.7G247400.1_v2.0.a1,8,25,57,85,47,27
Prupe.4G254100.17_v2.0.a1,0,0,0,0,0,0
MSTRG.2218.1,98,127,305,55,212,81
Prupe.2G049700.1_v2.0.a1,0,10,48,6,23,21
Prupe.5G110900.1_v2.0.a1,336,279,338,274,241,195
Prupe.1G501800.5_v2.0.a1,0,0,0,0,0,0
Prupe.1G068900.13_v2.0.a1,0,0,0,0,0,0
Prupe.5G022500.1_v2.0.a1,0,1,0,4,1,0
MSTRG.17640.3,182,25,117,118,50,276
Prupe.1G053800.1_v2.0.a1,5084,2907,5337,2897,4113,1427
Prupe.6G221000.1_v2.0.a1,6,0,0,2,0,3
Prupe.6G190400.1_v2.0.a1,11,0,16,0,11,0
Prupe.7G204900.8_v2.0.a1,0,0,0,260,0,0
Prupe.3G142600.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G050000.1_v2.0.a1,706,134,762,165,536,129
Prupe.3G210400.1_v2.0.a1,108,12,123,7,57,0
Prupe.1G103900.3_v2.0.a1,0,0,0,0,0,0
MSTRG.12872.3,17,1,3,12,18,1
MSTRG.20154.4,0,15,104,11,1,0
Prupe.6G101300.4_v2.0.a1,5,20,0,14,0,20
Prupe.8G189000.1_v2.0.a1,0,0,19,19,0,0
MSTRG.51.4,29,45,65,74,26,20
MSTRG.13049.1,148,260,207,238,215,171
MSTRG.19391.7,153,27,283,37,166,28
Prupe.2G311600.3_v2.0.a1,0,0,0,0,0,0
MSTRG.13049.2,68,0,52,59,0,0
Prupe.7G247100.1_v2.0.a1,5,2,0,5,0,8
MSTRG.11364.5,16,3,0,0,1,1
Prupe.1G065600.2_v2.0.a1,84,205,74,224,0,124
Prupe.6G244800.9_v2.0.a1,2,32,3,23,0,0
Prupe.3G132200.3_v2.0.a1,0,0,0,0,0,0
MSTRG.19349.5,0,0,0,0,1,109
MSTRG.15436.10,0,0,18,0,4,0
Prupe.7G134900.2_v2.0.a1,0,0,0,0,0,0
Prupe.8G241500.2_v2.0.a1,0,0,0,16,0,0
Prupe.1G463900.1_v2.0.a1,200,279,217,200,133,210
MSTRG.5903.1,0,0,42,0,0,0
Prupe.6G168500.3_v2.0.a1,0,0,0,0,0,0
Prupe.7G245400.1_v2.0.a1,135,262,140,314,99,245
MSTRG.20154.3,102,18,0,0,2,0
Prupe.3G231900.1_v2.0.a1,0,39,0,0,9,0
Prupe.5G068700.1_v2.0.a1,81,48,75,78,25,71
Prupe.8G002200.2_v2.0.a1,31,68,59,0,50,47
Prupe.8G017200.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G133900.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G273700.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G356100.4_v2.0.a1,0,0,0,0,0,7
Prupe.6G126300.1_v2.0.a1,98,119,96,123,76,87
Prupe.5G004100.2_v2.0.a1,0,0,0,0,0,0
Prupe.5G198400.3_v2.0.a1,0,0,0,0,0,0
Prupe.6G033400.2_v2.0.a1,106,310,175,335,105,153
Prupe.1G093100.1_v2.0.a1,1,1,1,1,1,0
Prupe.4G240300.1_v2.0.a1,19,0,27,3,37,2
MSTRG.4852.1,7,117,4,82,2,50
Prupe.3G139900.5_v2.0.a1,3,3,3,4,0,0
Prupe.1G297300.1_v2.0.a1,41,32,38,124,0,121
Prupe.1G548200.1_v2.0.a1,735,291,758,245,609,223
Prupe.4G110400.2_v2.0.a1,0,0,0,0,0,0
Prupe.4G287900.10_v2.0.a1,12,0,27,0,10,0
MSTRG.16846.2,7,0,0,195,167,336
MSTRG.13055.4,390,225,278,260,333,153
MSTRG.13055.5,0,0,41,48,0,0
Prupe.4G208900.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G340700.2_v2.0.a1,297,30,28,204,0,9
Prupe.2G142800.2_v2.0.a1,8,13,0,11,16,27
Prupe.1G375300.1_v2.0.a1,11,16,16,21,6,14
Prupe.2G066000.1_v2.0.a1,28,13,18,9,23,12
Prupe.1G280400.1_v2.0.a1,578,2,501,357,361,463
MSTRG.5913.2,46,35,85,30,38,22
Prupe.1G207600.1_v2.0.a1,363,503,419,683,310,581
Prupe.7G267100.12_v2.0.a1,0,0,0,0,6,0
Prupe.4G249600.1_v2.0.a1,477,331,546,322,401,153
Prupe.3G214200.3_v2.0.a1,0,0,0,0,0,0
Prupe.6G292600.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G155700.3_v2.0.a1,0,0,0,0,0,0
MSTRG.11164.2,431,49,272,45,68,59
Prupe.6G066600.1_v2.0.a1,1,1,1,0,1,0
Prupe.1G455100.1_v2.0.a1,934,1,1702,573,1256,697
Prupe.2G190800.7_v2.0.a1,36,61,40,65,0,31
Prupe.4G281500.6_v2.0.a1,0,0,0,0,0,0
Prupe.2G113800.1_v2.0.a1,12,6,14,6,12,4
MSTRG.1468.2,16,37,37,24,40,11
MSTRG.1468.3,49,20,30,8,25,18
Prupe.1G234500.2_v2.0.a1,21,0,22,8,103,0
MSTRG.1468.4,0,0,19,0,0,0
Prupe.1G257100.2_v2.0.a1,18,18,0,28,9,4
Prupe.2G267200.1_v2.0.a1,11,5,12,0,20,0
Prupe.7G101600.2_v2.0.a1,705,157,890,501,505,0
Prupe.7G075300.2_v2.0.a1,4,22,4,6,3,4
Prupe.7G184900.1_v2.0.a1,4,7,6,6,6,6
Prupe.4G261000.4_v2.0.a1,0,0,0,0,0,0
Prupe.1G362600.1_v2.0.a1,7,3,12,3,5,3
Prupe.1G033300.1_v2.0.a1,0,1,0,0,2,0
MSTRG.20265.3,218,183,225,114,177,29
Prupe.1G290800.1_v2.0.a1,6,14,0,15,3,6
Prupe.4G073700.1_v2.0.a1,402,247,408,242,282,174
Prupe.6G251900.1_v2.0.a1,823,552,795,488,435,519
Prupe.6G327100.2_v2.0.a1,0,0,0,0,0,0
MSTRG.6587.1,11,78,90,65,72,61
Prupe.2G156900.2_v2.0.a1,0,0,0,0,0,0
MSTRG.10973.2,551,454,545,416,417,386
Prupe.1G458600.1_v2.0.a1,183,70,232,66,153,45
Prupe.7G074400.1_v2.0.a1,0,0,2,4,0,2
Prupe.4G007600.1_v2.0.a1,6,39,14,32,0,31
Prupe.7G157100.1_v2.0.a1,121,95,113,99,74,58
MSTRG.19767.2,322,8,13,0,0,0
Prupe.7G027900.2_v2.0.a1,0,0,0,0,0,0
Prupe.3G051500.1_v2.0.a1,48,18,32,19,29,141
Prupe.3G028900.1_v2.0.a1,2,4,7,4,5,1
Prupe.2G181200.4_v2.0.a1,69,0,0,0,0,0
Prupe.1G576900.1_v2.0.a1,447,970,488,830,324,585
Prupe.5G206700.3_v2.0.a1,0,0,0,0,0,0
Prupe.8G137300.3_v2.0.a1,7,0,15,0,0,152
Prupe.7G238400.2_v2.0.a1,0,0,0,0,0,0
MSTRG.9979.2,3,2,15,4,26,1
Prupe.8G150900.1_v2.0.a1,10956,10850,9017,10112,6912,7533
Prupe.4G060000.1_v2.0.a1,100,37,88,0,57,38
Prupe.4G127900.1_v2.0.a1,46,131,41,103,39,89
Prupe.8G229300.7_v2.0.a1,0,0,0,0,0,0
Prupe.1G203000.3_v2.0.a1,1,0,5,0,0,108
Prupe.2G326600.5_v2.0.a1,616,117,154,95,709,49
Prupe.8G069300.3_v2.0.a1,49,0,257,0,244,0
Prupe.2G262200.4_v2.0.a1,3,0,5,5,4,3
Prupe.6G085000.1_v2.0.a1,0,0,8,0,0,0
Prupe.8G015300.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G220400.3_v2.0.a1,0,88,12,8,22,24
Prupe.8G260500.1_v2.0.a1,236,188,188,194,162,151
Prupe.1G308600.1_v2.0.a1,317,11,577,30,531,17
Prupe.5G132600.1_v2.0.a1,591,732,642,741,481,467
Prupe.4G277100.11_v2.0.a1,0,0,0,0,0,0
Prupe.5G154500.7_v2.0.a1,0,0,48,0,0,0
MSTRG.9606.3,568,579,626,600,400,413
MSTRG.2512.4,0,17,0,0,0,0
Prupe.5G230400.1_v2.0.a1,406,296,437,293,316,194
MSTRG.17267.7,106,199,142,169,68,105
MSTRG.291.1,3928,7843,4029,4896,2958,4583
Prupe.2G298700.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G446900.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G500200.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G164800.3_v2.0.a1,0,0,0,0,0,0
Prupe.7G049900.2_v2.0.a1,0,0,0,0,0,0
Prupe.5G112000.1_v2.0.a1,12,18,0,17,0,8
Prupe.1G514700.2_v2.0.a1,0,0,15,0,0,0
Prupe.1G566800.7_v2.0.a1,0,0,0,0,0,0
Prupe.2G238200.1_v2.0.a1,303,136,221,189,211,151
Prupe.8G219400.2_v2.0.a1,1462,1793,1412,1844,1165,1469
Prupe.6G235600.6_v2.0.a1,39,0,180,0,128,0
Prupe.1G275300.1_v2.0.a1,20,72,12,66,14,45
Prupe.6G160600.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G242300.1_v2.0.a1,24,0,0,0,0,0
Prupe.5G020900.1_v2.0.a1,403,115,388,113,247,99
Prupe.6G149300.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G341400.1_v2.0.a1,300,312,384,332,325,236
Prupe.2G062200.1_v2.0.a1,5,4,7,4,5,0
Prupe.7G231900.2_v2.0.a1,2,0,2,0,0,0
Prupe.1G451300.2_v2.0.a1,0,0,0,82,0,0
Prupe.6G116600.1_v2.0.a1,62,15,27,22,11,20
Prupe.3G071600.3_v2.0.a1,0,0,0,0,0,0
Prupe.3G134500.1_v2.0.a1,509,187,509,188,349,109
Prupe.7G139000.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G310700.8_v2.0.a1,0,0,0,0,0,0
