Prupe.I003300.1.p	Pav_sc0006468.1_g010.1.br
Prupe.2G205400.1.p	Pav_sc0001183.1_g300.1.br
Prupe.2G314300.1.p	Pav_sc0000138.1_g1080.1.mk
Prupe.2G290700.1.p	Pav_sc0001405.1_g630.1.br
Prupe.2G282300.1.p	Pav_sc0001102.1_g1170.1.mk
Prupe.2G191100.1.p	Pav_sc0000586.1_g310.1.mk
Prupe.2G206000.1.p	Pav_sc0001183.1_g350.1.mk
Prupe.2G315000.1.p	Pav_sc0000138.1_g1030.1.mk
Prupe.2G203400.1.p	Pav_sc0001183.1_g070.1.mk
Prupe.2G063900.1.p	Pav_sc0003780.1_g070.1.mk
Prupe.2G294200.1.p	Pav_sc0001405.1_g950.1.mk
Prupe.2G029900.1.p	Pav_sc0001992.1_g020.1.mk
Prupe.2G002900.2.p	Pav_sc0002332.1_g060.1.mk
Prupe.2G322700.2.p	Pav_sc0000138.1_g250.1.mk
Prupe.2G308500.7.p	Pav_sc0001335.1_g470.1.mk
Prupe.2G180800.1.p	Pav_sc0000254.1_g560.1.br
Prupe.2G152100.2.p	Pav_sc0006781.1_g040.1.mk
Prupe.2G243200.1.p	Pav_sc0000554.1_g070.1.mk
Prupe.2G049400.1.p	Pav_sc0005204.1_g020.1.br
Prupe.2G194700.1.p	Pav_sc0000586.1_g820.1.mk
Prupe.2G273700.1.p	Pav_sc0001102.1_g350.1.mk
Prupe.2G302500.1.p	Pav_sc0001405.1_g1690.1.mk
Prupe.2G112100.1.p	Pav_sc0000582.1_g060.1.mk
Prupe.2G278000.2.p	Pav_sc0001102.1_g800.1.mk
Prupe.2G228900.1.p	Pav_sc0000554.1_g1740.1.mk
Prupe.2G152300.1.p	Pav_sc0006781.1_g060.1.mk
Prupe.2G277600.1.p	Pav_sc0001102.1_g760.1.mk
Prupe.2G090000.1.p	Pav_sc0000976.1_g090.1.mk
Prupe.2G245000.3.p	Pav_sc0000979.1_g070.1.mk
Prupe.2G136500.1.p	Pav_sc0000026.1_g140.1.mk
Prupe.2G147100.3.p	Pav_sc0000072.1_g210.1.mk
Prupe.2G005000.6.p	Pav_sc0001040.1_g140.1.mk
Prupe.2G129700.1.p	Pav_sc0009842.1_g020.1.mk
Prupe.2G281200.2.p	Pav_sc0001102.1_g1060.1.mk
Prupe.2G239300.2.p	Pav_sc0000554.1_g430.1.mk
Prupe.2G101900.1.p	Pav_sc0000491.1_g160.1.br
Prupe.2G099000.1.p	Pav_sc0000220.1_g850.1.mk
Prupe.2G195400.1.p	Pav_sc0000586.1_g870.1.mk
Prupe.2G078000.1.p	Pav_sc0008229.1_g010.1.br
Prupe.2G120200.1.p	Pav_sc0001059.1_g570.1.mk
Prupe.2G300100.2.p	Pav_sc0001405.1_g1420.1.mk
Prupe.2G155000.2.p	Pav_sc0001673.1_g030.1.mk
Prupe.2G243400.1.p	Pav_sc0000554.1_g050.1.br
Prupe.2G294500.1.p	Pav_sc0001405.1_g980.1.mk
Prupe.2G047200.1.p	Pav_co4037907.1_g010.1.mk
Prupe.2G111200.1.p	Pav_sc0000582.1_g150.1.mk
Prupe.2G153000.2.p	Pav_sc0001673.1_g270.1.mk
Prupe.2G279700.1.p	Pav_sc0001102.1_g910.1.br
Prupe.2G292400.1.p	Pav_sc0001405.1_g790.1.mk
Prupe.2G316300.1.p	Pav_sc0000138.1_g910.1.mk
Prupe.2G228100.1.p	Pav_sc0000843.1_g080.1.br
Prupe.2G213600.1.p	Pav_sc0000084.1_g370.1.mk
Prupe.2G045200.3.p	Pav_sc0001129.1_g130.1.mk
Prupe.2G144000.1.p	Pav_sc0000017.1_g080.1.mk
Prupe.2G202400.5.p	Pav_sc0001046.1_g650.1.br
Prupe.2G110900.1.p	Pav_sc0000582.1_g340.1.mk
Prupe.2G263800.1.p	Pav_sc0005746.1_g040.1.mk
Prupe.2G045000.1.p	Pav_sc0003468.1_g110.1.mk
Prupe.2G208800.3.p	Pav_sc0002968.1_g200.1.mk
Prupe.2G134200.1.p	Pav_sc0000120.1_g110.1.mk
Prupe.2G043300.2.p	Pav_sc0002401.1_g090.1.mk
Prupe.2G221600.1.p	Pav_sc0000789.1_g330.1.mk
Prupe.2G107600.2.p	Pav_sc0000503.1_g360.1.mk
Prupe.2G222800.1.p	Pav_sc0000789.1_g470.1.mk
Prupe.2G029700.1.p	Pav_sc0005625.1_g020.1.mk
Prupe.2G191400.2.p	Pav_sc0000586.1_g330.1.mk
Prupe.2G134500.1.p	Pav_sc0000120.1_g150.1.mk
Prupe.2G231500.1.p	Pav_sc0000554.1_g1450.1.mk
Prupe.2G109700.1.p	Pav_sc0000503.1_g830.1.mk
Prupe.2G094100.1.p	Pav_sc0000702.1_g070.1.mk
Prupe.2G291200.2.p	Pav_sc0001405.1_g700.1.mk
Prupe.2G227300.1.p	Pav_sc0000554.1_g2010.1.mk
Prupe.2G221300.1.p	Pav_sc0000877.1_g1730.1.mk
Prupe.2G246000.1.p	Pav_sc0002574.1_g060.1.mk
Prupe.2G256100.1.p	Pav_sc0000057.1_g110.1.mk
Prupe.2G169900.1.p	Pav_sc0000102.1_g450.1.mk
Prupe.2G028500.1.p	Pav_sc0000304.1_g040.1.mk
Prupe.2G008000.2.p	Pav_sc0003470.1_g040.1.mk
Prupe.2G128500.1.p	Pav_sc0001982.1_g010.1.mk
Prupe.2G203300.1.p	Pav_sc0001183.1_g060.1.mk
Prupe.2G281700.4.p	Pav_sc0001102.1_g1130.1.mk
Prupe.2G037400.1.p	Pav_sc0001141.1_g150.1.br
Prupe.2G322000.1.p	Pav_sc0000138.1_g310.1.mk
Prupe.2G011300.1.p	Pav_sc0001065.1_g110.1.mk
Prupe.2G042800.3.p	Pav_sc0003946.1_g040.1.mk
Prupe.2G118000.5.p	Pav_sc0001059.1_g180.1.mk
Prupe.2G032200.1.p	Pav_sc0003358.1_g020.1.mk
Prupe.2G086800.1.p	Pav_sc0001690.1_g100.1.br
Prupe.2G068600.1.p	Pav_sc0004962.1_g050.1.mk
Prupe.2G248900.1.p	Pav_sc0000143.1_g670.1.mk
Prupe.2G244200.1.p	Pav_sc0000979.1_g120.1.mk
Prupe.2G122000.1.p	Pav_sc0005664.1_g130.1.mk
Prupe.2G227400.1.p	Pav_sc0000554.1_g2000.1.mk
Prupe.2G277800.4.p	Pav_sc0001102.1_g780.1.mk
Prupe.2G050900.2.p	Pav_sc0001147.1_g300.1.mk
Prupe.2G007100.1.p	Pav_sc0000773.1_g070.1.mk
Prupe.2G122400.1.p	Pav_sc0002441.1_g080.1.mk
Prupe.2G235200.1.p	Pav_sc0000554.1_g1010.1.mk
Prupe.2G089600.2.p	Pav_sc0000976.1_g040.1.mk
Prupe.2G170900.1.p	Pav_sc0000102.1_g350.1.mk
Prupe.2G094400.1.p	Pav_sc0000702.1_g100.1.mk
Prupe.2G058600.2.p	Pav_sc0003426.1_g040.1.mk
Prupe.2G177800.1.p	Pav_sc0000254.1_g1110.1.mk
Prupe.2G247400.1.p	Pav_sc0002574.1_g180.1.mk
Prupe.2G306400.1.p	Pav_sc0001335.1_g640.1.mk
Prupe.2G145300.1.p	Pav_sc0007176.1_g020.1.br
Prupe.2G289100.1.p	Pav_sc0001405.1_g470.1.mk
Prupe.2G036300.1.p	Pav_sc0001141.1_g250.1.mk
Prupe.2G327900.1.p	Pav_sc0000636.1_g410.1.mk
Prupe.2G156500.1.p	Pav_sc0000675.1_g1250.1.mk
Prupe.2G106900.1.p	Pav_sc0000503.1_g240.1.mk
Prupe.2G148900.1.p	Pav_sc0000072.1_g400.1.mk
Prupe.2G210600.1.p	Pav_sc0000084.1_g770.1.mk
Prupe.2G194900.1.p	Pav_sc0000586.1_g830.1.mk
Prupe.2G290900.1.p	Pav_sc0001405.1_g660.1.mk
Prupe.2G219500.1.p	Pav_sc0000789.1_g100.1.mk
Prupe.2G274700.1.p	Pav_sc0001102.1_g460.1.br
Prupe.2G265600.1.p	Pav_sc0001582.1_g260.1.mk
Prupe.2G173400.13.p	Pav_sc0000254.1_g1500.1.mk
Prupe.2G208700.2.p	Pav_sc0002968.1_g210.1.mk
Prupe.2G323700.1.p	Pav_sc0000138.1_g130.1.mk
Prupe.2G168100.1.p	Pav_sc0000102.1_g610.1.mk
Prupe.2G281500.1.p	Pav_sc0001102.1_g1110.1.mk
Prupe.2G053500.4.p	Pav_sc0002495.1_g050.1.mk
Prupe.2G125700.1.p	Pav_sc0000825.1_g240.1.mk
Prupe.2G232400.1.p	Pav_sc0000554.1_g1360.1.mk
Prupe.2G253800.1.p	Pav_sc0000143.1_g430.1.mk
Prupe.2G128400.1.p	Pav_sc0004887.1_g020.1.br
Prupe.2G200800.2.p	Pav_sc0001046.1_g500.1.mk
Prupe.2G140300.1.p	Pav_sc0000174.1_g720.1.br
Prupe.2G153200.1.p	Pav_sc0001673.1_g240.1.mk
Prupe.2G306000.1.p	Pav_sc0001335.1_g690.1.mk
Prupe.2G017200.1.p	Pav_sc0002024.1_g030.1.mk
Prupe.2G115200.1.p	Pav_sc0002266.1_g270.1.mk
Prupe.2G132800.1.p	Pav_sc0000200.1_g120.1.mk
Prupe.2G278700.1.p	Pav_sc0001102.1_g860.1.mk
Prupe.2G245300.2.p	Pav_sc0000979.1_g050.1.mk
Prupe.2G241500.1.p	Pav_sc0000554.1_g220.1.mk
Prupe.2G099500.1.p	Pav_sc0000314.1_g250.1.mk
Prupe.2G193500.1.p	Pav_sc0000586.1_g640.1.mk
Prupe.2G227700.1.p	Pav_sc0000554.1_g1890.1.br
Prupe.2G322300.1.p	Pav_sc0000138.1_g280.1.mk
Prupe.2G035100.1.p	Pav_sc0001883.1_g220.1.br
Prupe.2G119000.1.p	Pav_sc0001059.1_g440.1.mk
Prupe.2G301800.1.p	Pav_sc0001405.1_g1590.1.mk
Prupe.2G328400.1.p	Pav_sc0000636.1_g460.1.mk
Prupe.2G314400.1.p	Pav_sc0000138.1_g1090.1.mk
Prupe.2G027500.1.p	Pav_sc0001328.1_g050.1.mk
Prupe.2G220800.1.p	Pav_sc0000789.1_g280.1.mk
Prupe.2G135800.1.p	Pav_sc0000026.1_g070.1.mk
Prupe.2G203900.2.p	Pav_sc0001183.1_g130.1.mk
Prupe.2G064400.1.p	Pav_sc0001222.1_g180.1.mk
Prupe.2G190200.1.p	Pav_sc0000586.1_g200.1.mk
Prupe.2G048800.1.p	Pav_sc0006100.1_g060.1.mk
Prupe.2G262100.1.p	Pav_sc0001205.1_g450.1.mk
Prupe.2G217200.2.p	Pav_sc0000749.1_g240.1.mk
Prupe.2G293400.1.p	Pav_sc0001405.1_g880.1.mk
Prupe.2G042100.3.p	Pav_sc0001109.1_g140.1.mk
Prupe.2G318500.1.p	Pav_sc0000138.1_g670.1.mk
Prupe.2G106200.2.p	Pav_sc0000503.1_g150.1.mk
Prupe.2G260200.1.p	Pav_sc0001205.1_g280.1.mk
Prupe.2G025700.1.p	Pav_sc0004184.1_g030.1.mk
Prupe.2G137800.1.p	Pav_sc0000026.1_g360.1.br
Prupe.2G217300.1.p	Pav_sc0000749.1_g220.1.mk
Prupe.2G271100.1.p	Pav_sc0001576.1_g280.1.mk
Prupe.2G325100.4.p	Pav_sc0000636.1_g090.1.mk
Prupe.2G274200.1.p	Pav_sc0001102.1_g410.1.br
Prupe.2G148600.1.p	Pav_sc0000072.1_g380.1.mk
Prupe.2G195300.2.p	Pav_sc0000586.1_g860.1.mk
Prupe.2G026900.1.p	Pav_sc0000507.1_g200.1.mk
Prupe.2G200900.1.p	Pav_sc0001046.1_g510.1.mk
Prupe.2G287900.1.p	Pav_sc0001405.1_g350.1.mk
Prupe.2G321000.1.p	Pav_sc0000138.1_g410.1.mk
Prupe.2G001000.1.p	Pav_sc0000758.1_g430.1.mk
Prupe.2G115500.1.p	Pav_sc0001605.1_g080.1.mk
Prupe.2G322200.1.p	Pav_sc0000138.1_g290.1.mk
Prupe.2G289300.1.p	Pav_sc0001405.1_g490.1.mk
Prupe.2G326100.1.p	Pav_sc0000636.1_g240.1.mk
Prupe.2G094700.2.p	Pav_sc0000702.1_g140.1.mk
Prupe.2G188500.1.p	Pav_sc0000591.1_g460.1.mk
Prupe.2G012800.1.p	Pav_sc0004348.1_g060.1.mk
Prupe.2G098100.1.p	Pav_sc0000702.1_g540.1.mk
Prupe.2G088000.1.p	Pav_sc0000567.1_g050.1.mk
Prupe.2G171400.2.p	Pav_sc0000102.1_g300.1.mk
Prupe.2G153900.1.p	Pav_sc0001673.1_g140.1.mk
Prupe.2G300600.1.p	Pav_sc0001405.1_g1470.1.br
Prupe.2G280800.1.p	Pav_sc0001102.1_g1030.1.mk
Prupe.2G263300.1.p	Pav_sc0005746.1_g080.1.mk
Prupe.2G303500.1.p	Pav_sc0001405.1_g1840.1.mk
Prupe.2G295600.1.p	Pav_sc0001405.1_g1080.1.mk
Prupe.2G061400.3.p	Pav_sc0000148.1_g590.1.mk
Prupe.2G061400.4.p	Pav_sc0000148.1_g600.1.mk
Prupe.2G035200.1.p	Pav_sc0001883.1_g230.1.mk
Prupe.2G007700.1.p	Pav_sc0000773.1_g150.1.mk
Prupe.2G306900.1.p	Pav_sc0001335.1_g600.1.mk
Prupe.2G108500.1.p	Pav_sc0000503.1_g700.1.mk
Prupe.2G318900.1.p	Pav_sc0000138.1_g610.1.mk
Prupe.2G311100.1.p	Pav_sc0001335.1_g180.1.mk
Prupe.2G111800.1.p	Pav_sc0000582.1_g120.1.mk
Prupe.2G189600.12.p	Pav_sc0000586.1_g130.1.mk
Prupe.2G223500.4.p	Pav_sc0010521.1_g040.1.mk
Prupe.2G028400.2.p	Pav_sc0000304.1_g060.1.mk
Prupe.2G259200.1.p	Pav_sc0001205.1_g160.1.mk
Prupe.2G233200.1.p	Pav_sc0000554.1_g1290.1.mk
Prupe.2G221000.1.p	Pav_sc0002206.1_g330.1.br
Prupe.2G146800.1.p	Pav_sc0000072.1_g190.1.mk
Prupe.2G153400.2.p	Pav_sc0001673.1_g220.1.mk
Prupe.2G023000.1.p	Pav_sc0006231.1_g060.1.mk
Prupe.2G279800.1.p	Pav_sc0001102.1_g920.1.mk
Prupe.2G151300.1.p	Pav_sc0000072.1_g700.1.mk
Prupe.2G294700.1.p	Pav_sc0001405.1_g1000.1.mk
Prupe.2G020200.1.p	Pav_sc0003905.1_g040.1.mk
Prupe.2G002400.1.p	Pav_sc0000649.1_g110.1.mk
Prupe.2G013400.1.p	Pav_sc0004348.1_g240.1.mk
Prupe.2G106300.2.p	Pav_sc0000503.1_g160.1.mk
Prupe.2G214000.1.p	Pav_sc0000084.1_g330.1.mk
Prupe.2G287500.1.p	Pav_sc0001405.1_g300.1.mk
Prupe.2G248600.1.p	Pav_sc0000143.1_g710.1.mk
Prupe.2G319500.3.p	Pav_sc0000138.1_g560.1.mk
Prupe.2G107300.1.p	Pav_sc0000503.1_g330.1.mk
Prupe.2G298500.2.p	Pav_sc0001405.1_g1290.1.mk
Prupe.2G201600.2.p	Pav_sc0008890.1_g030.1.br
Prupe.2G267900.4.p	Pav_sc0001582.1_g010.1.mk
Prupe.2G101300.1.p	Pav_sc0004766.1_g040.1.mk
Prupe.2G175200.1.p	Pav_sc0000254.1_g1290.1.mk
Prupe.2G317500.1.p	Pav_sc0000138.1_g790.1.mk
Prupe.2G275300.1.p	Pav_sc0001102.1_g550.1.mk
Prupe.2G013100.1.p	Pav_sc0004348.1_g180.1.mk
Prupe.2G236800.1.p	Pav_sc0000554.1_g660.1.mk
Prupe.2G205300.1.p	Pav_sc0001183.1_g270.1.mk
Prupe.2G255700.1.p	Pav_sc0001102.1_g990.1.br
Prupe.2G019900.3.p	Pav_sc0001203.1_g180.1.mk
Prupe.2G278500.1.p	Pav_sc0001102.1_g840.1.mk
Prupe.2G103400.1.p	Pav_sc0002060.1_g180.1.br
Prupe.2G309800.2.p	Pav_sc0001335.1_g300.1.mk
Prupe.2G159900.2.p	Pav_sc0000675.1_g740.1.mk
Prupe.2G175000.1.p	Pav_sc0000254.1_g1310.1.br
Prupe.2G197700.1.p	Pav_sc0001046.1_g120.1.mk
Prupe.2G311500.1.p	Pav_sc0001335.1_g140.1.mk
Prupe.2G226600.1.p	Pav_sc0000554.1_g2060.1.mk
Prupe.2G001700.5.p	Pav_sc0000758.1_g530.1.mk
Prupe.2G219600.1.p	Pav_sc0000789.1_g110.1.mk
Prupe.2G015400.2.p	Pav_sc0001098.1_g020.1.mk
Prupe.2G288700.1.p	Pav_sc0001405.1_g430.1.mk
Prupe.2G033900.1.p	Pav_sc0000677.1_g360.1.br
Prupe.2G287200.1.p	Pav_sc0001405.1_g280.1.mk
Prupe.2G091100.1.p	Pav_sc0000976.1_g240.1.mk
Prupe.2G249800.1.p	Pav_sc0000480.1_g1190.1.mk
Prupe.2G230900.1.p	Pav_sc0000554.1_g1540.1.mk
Prupe.2G310000.1.p	Pav_sc0001335.1_g280.1.mk
Prupe.2G203600.1.p	Pav_sc0001183.1_g090.1.mk
Prupe.2G327300.1.p	Pav_sc0000636.1_g370.1.mk
Prupe.2G064100.1.p	Pav_sc0003780.1_g080.1.mk
Prupe.2G061500.1.p	Pav_sc0000148.1_g610.1.br
Prupe.2G186500.1.p	Pav_sc0000591.1_g190.1.mk
Prupe.2G258300.1.p	Pav_sc0001205.1_g090.1.mk
Prupe.2G231000.1.p	Pav_sc0000554.1_g1530.1.mk
Prupe.2G309400.1.p	Pav_sc0001335.1_g350.1.mk
Prupe.2G326400.1.p	Pav_sc0000636.1_g270.1.mk
Prupe.2G160400.1.p	Pav_sc0000675.1_g720.1.mk
Prupe.2G186200.1.p	Pav_sc0000591.1_g150.1.mk
Prupe.2G089700.1.p	Pav_sc0009791.1_g020.1.br
Prupe.2G107100.1.p	Pav_sc0000503.1_g280.1.mk
Prupe.2G268600.1.p	Pav_sc0001576.1_g070.1.br
Prupe.2G016700.1.p	Pav_sc0005287.1_g010.1.mk
Prupe.2G280600.1.p	Pav_sc0001102.1_g1000.1.mk
Prupe.2G060900.2.p	Pav_sc0000148.1_g400.1.mk
Prupe.2G329400.1.p	Pav_sc0000636.1_g620.1.mk
Prupe.2G061300.1.p	Pav_sc0000148.1_g510.1.mk
Prupe.2G249900.2.p	Pav_sc0000143.1_g600.1.mk
Prupe.2G250400.1.p	Pav_sc0000143.1_g560.1.mk
Prupe.2G244700.1.p	Pav_sc0000979.1_g100.1.mk
Prupe.2G101800.1.p	Pav_sc0001708.1_g020.1.mk
Prupe.2G208600.2.p	Pav_sc0001183.1_g600.1.mk
Prupe.2G111300.1.p	Pav_sc0000582.1_g140.1.mk
Prupe.2G184700.1.p	Pav_sc0000254.1_g080.1.br
Prupe.2G114100.1.p	Pav_sc0002266.1_g140.1.mk
Prupe.2G148200.1.p	Pav_sc0000072.1_g350.1.mk
Prupe.2G305300.1.p	Pav_sc0001405.1_g2000.1.mk
Prupe.2G074600.1.p	Pav_sc0002598.1_g090.1.mk
Prupe.2G153700.1.p	Pav_sc0001673.1_g190.1.mk
Prupe.2G182600.1.p	Pav_sc0000254.1_g350.1.mk
Prupe.2G290500.4.p	Pav_sc0001405.1_g590.1.mk
Prupe.2G170200.1.p	Pav_sc0000102.1_g420.1.mk
Prupe.2G112200.1.p	Pav_sc0000582.1_g050.1.mk
Prupe.2G234600.1.p	Pav_sc0000554.1_g1030.1.mk
Prupe.2G155900.1.p	Pav_sc0001673.1_g010.1.br
Prupe.2G143800.1.p	Pav_sc0000017.1_g120.1.mk
Prupe.2G322800.1.p	Pav_sc0000138.1_g240.1.mk
Prupe.2G243300.1.p	Pav_sc0000554.1_g060.1.mk
Prupe.2G122800.1.p	Pav_sc0002992.1_g120.1.br
Prupe.2G135900.1.p	Pav_sc0000026.1_g090.1.mk
Prupe.2G141000.1.p	Pav_sc0000631.1_g090.1.mk
Prupe.2G252100.1.p	Pav_sc0000143.1_g370.1.mk
Prupe.2G112000.1.p	Pav_sc0000582.1_g070.1.mk
Prupe.2G145200.1.p	Pav_sc0007176.1_g010.1.mk
Prupe.2G273800.1.p	Pav_sc0001576.1_g340.1.mk
Prupe.2G043900.1.p	Pav_sc0002387.1_g420.1.mk
Prupe.2G156400.1.p	Pav_sc0000675.1_g1280.1.mk
Prupe.2G179400.1.p	Pav_sc0000254.1_g950.1.mk
Prupe.2G222500.2.p	Pav_sc0000789.1_g460.1.mk
Prupe.2G289900.1.p	Pav_sc0010910.1_g020.1.mk
Prupe.2G024300.1.p	Pav_sc0006402.1_g130.1.mk
Prupe.2G024600.1.p	Pav_sc0002387.1_g270.1.mk
Prupe.2G283300.1.p	Pav_sc0001928.1_g010.1.br
Prupe.2G263500.1.p	Pav_sc0005746.1_g070.1.mk
Prupe.2G177500.1.p	Pav_sc0000254.1_g1140.1.mk
Prupe.2G271200.1.p	Pav_sc0001576.1_g290.1.mk
Prupe.2G308100.1.p	Pav_sc0001335.1_g510.1.mk
Prupe.2G190800.8.p	Pav_sc0000586.1_g260.1.mk
Prupe.2G060300.1.p	Pav_sc0000148.1_g280.1.mk
Prupe.2G203800.1.p	Pav_sc0001183.1_g110.1.mk
Prupe.2G188400.1.p	Pav_sc0000591.1_g450.1.mk
Prupe.2G008100.1.p	Pav_sc0002863.1_g020.1.br
Prupe.2G078400.1.p	Pav_sc0002548.1_g010.1.mk
Prupe.2G174600.2.p	Pav_sc0000254.1_g1380.1.mk
Prupe.2G038900.1.p	Pav_sc0000793.1_g180.1.mk
Prupe.2G050600.1.p	Pav_sc0000017.1_g920.1.mk
Prupe.2G056900.1.p	Pav_sc0001836.1_g110.1.mk
Prupe.2G147400.1.p	Pav_sc0000072.1_g240.1.mk
Prupe.2G114300.1.p	Pav_sc0002266.1_g170.1.mk
Prupe.2G152900.1.p	Pav_sc0001673.1_g300.1.mk
Prupe.2G084800.1.p	Pav_sc0001111.1_g340.1.mk
Prupe.2G063400.2.p	Pav_sc0000424.1_g080.1.mk
Prupe.2G178400.1.p	Pav_sc0000254.1_g1060.1.mk
Prupe.2G261800.1.p	Pav_sc0001205.1_g420.1.mk
Prupe.2G109100.2.p	Pav_sc0000503.1_g760.1.mk
Prupe.2G022000.1.p	Pav_sc0003515.1_g120.1.mk
Prupe.2G255300.1.p	Pav_sc0000143.1_g030.1.mk
Prupe.2G328500.1.p	Pav_sc0000636.1_g470.1.mk
Prupe.2G164200.1.p	Pav_sc0000675.1_g280.1.mk
Prupe.2G147000.1.p	Pav_sc0000072.1_g200.1.mk
Prupe.2G193400.1.p	Pav_sc0000586.1_g630.1.mk
Prupe.2G140900.1.p	Pav_co4048983.1_g010.1.mk
Prupe.2G009000.6.p	Pav_sc0000999.1_g110.1.mk
Prupe.2G104100.6.p	Pav_sc0000012.1_g110.1.mk
Prupe.2G026500.1.p	Pav_sc0000507.1_g080.1.mk
Prupe.2G230600.1.p	Pav_sc0000554.1_g1590.1.mk
Prupe.2G044200.1.p	Pav_sc0002387.1_g380.1.mk
Prupe.2G039900.1.p	Pav_sc0001057.1_g330.1.br
Prupe.2G113900.1.p	Pav_sc0002266.1_g120.1.mk
Prupe.2G184800.1.p	Pav_sc0000254.1_g070.1.br
Prupe.2G267400.1.p	Pav_sc0001582.1_g070.1.mk
Prupe.2G233300.1.p	Pav_sc0000554.1_g1280.1.mk
Prupe.2G136300.3.p	Pav_sc0000026.1_g120.1.mk
Prupe.2G317700.1.p	Pav_sc0000138.1_g770.1.mk
Prupe.2G138600.1.p	Pav_sc0000026.1_g510.1.br
Prupe.2G211200.1.p	Pav_sc0000084.1_g630.1.mk
Prupe.2G221700.2.p	Pav_sc0000789.1_g340.1.mk
Prupe.2G091700.1.p	Pav_sc0000762.1_g110.1.mk
Prupe.2G212400.1.p	Pav_sc0000084.1_g490.1.mk
Prupe.2G105900.1.p	Pav_sc0000503.1_g130.1.mk
Prupe.2G295900.1.p	Pav_sc0001405.1_g1120.1.mk
Prupe.2G316800.1.p	Pav_sc0000138.1_g860.1.mk
Prupe.2G217600.4.p	Pav_sc0000749.1_g150.1.mk
Prupe.2G226400.1.p	Pav_sc0000554.1_g2080.1.mk
Prupe.2G212300.1.p	Pav_sc0000084.1_g500.1.mk
Prupe.2G149000.1.p	Pav_sc0000072.1_g410.1.mk
Prupe.2G157300.1.p	Pav_sc0000675.1_g1150.1.mk
Prupe.2G034000.5.p	Pav_sc0001883.1_g120.1.mk
Prupe.2G201000.3.p	Pav_sc0001046.1_g520.1.mk
Prupe.2G319100.1.p	Pav_sc0000138.1_g580.1.mk
Prupe.2G150500.1.p	Pav_sc0000072.1_g630.1.mk
Prupe.2G174200.1.p	Pav_sc0000254.1_g1410.1.mk
Prupe.2G050100.2.p	Pav_sc0001103.1_g040.1.mk
Prupe.2G036000.1.p	Pav_sc0001141.1_g300.1.mk
Prupe.2G283000.1.p	Pav_co4017083.1_g010.1.mk
Prupe.2G072200.15.p	Pav_sc0000627.1_g120.1.mk
Prupe.2G257700.1.p	Pav_sc0001205.1_g040.1.mk
Prupe.2G250500.1.p	Pav_sc0000143.1_g550.1.mk
Prupe.2G304500.1.p	Pav_sc0001405.1_g1920.1.mk
Prupe.2G041600.1.p	Pav_co4037771.1_g010.1.mk
Prupe.2G138400.1.p	Pav_sc0000026.1_g470.1.mk
Prupe.2G271300.1.p	Pav_sc0001576.1_g300.1.mk
Prupe.2G010600.1.p	Pav_sc0001065.1_g150.1.mk
Prupe.2G062400.2.p	Pav_sc0002485.1_g050.1.mk
Prupe.2G006600.1.p	Pav_sc0001057.1_g220.1.mk
Prupe.2G183600.1.p	Pav_sc0000254.1_g220.1.mk
Prupe.2G122500.1.p	Pav_sc0002441.1_g070.1.mk
Prupe.2G240300.2.p	Pav_sc0000554.1_g330.1.mk
Prupe.2G037000.1.p	Pav_sc0001141.1_g210.1.mk
Prupe.2G020500.1.p	Pav_sc0004644.1_g010.1.mk
Prupe.2G281600.1.p	Pav_sc0001102.1_g1120.1.mk
Prupe.2G190500.1.p	Pav_sc0000586.1_g240.1.mk
Prupe.2G294300.1.p	Pav_sc0001405.1_g960.1.mk
Prupe.2G143700.1.p	Pav_sc0000017.1_g140.1.mk
Prupe.2G213400.1.p	Pav_sc0000084.1_g390.1.mk
Prupe.2G032700.6.p	Pav_sc0002474.1_g220.1.mk
Prupe.2G048200.2.p	Pav_sc0001954.1_g150.1.mk
Prupe.2G116800.1.p	Pav_co4088329.1_g020.1.mk
Prupe.2G320500.3.p	Pav_sc0000138.1_g460.1.mk
Prupe.2G265400.1.p	Pav_sc0001582.1_g280.1.mk
Prupe.2G165900.1.p	Pav_sc0000675.1_g150.1.br
Prupe.2G073300.1.p	Pav_sc0003054.1_g180.1.mk
Prupe.2G225400.1.p	Pav_sc0000554.1_g2210.1.mk
Prupe.2G305000.1.p	Pav_sc0001405.1_g1980.1.mk
Prupe.2G323400.1.p	Pav_sc0000138.1_g170.1.mk
Prupe.2G316600.1.p	Pav_sc0000138.1_g870.1.mk
Prupe.2G254800.2.p	Pav_sc0000143.1_g070.1.mk
Prupe.2G215300.1.p	Pav_sc0000084.1_g100.1.mk
Prupe.2G253000.1.p	Pav_sc0000143.1_g290.1.mk
Prupe.2G077600.1.p	Pav_sc0003104.1_g080.1.br
Prupe.2G195600.1.p	Pav_sc0000586.1_g910.1.mk
Prupe.2G023400.1.p	Pav_sc0001106.1_g440.1.br
Prupe.2G223600.1.p	Pav_sc0010521.1_g050.1.mk
Prupe.2G245900.2.p	Pav_sc0002574.1_g050.1.mk
Prupe.2G318700.1.p	Pav_sc0000138.1_g650.1.mk
Prupe.2G273100.2.p	Pav_sc0001102.1_g260.1.mk
Prupe.2G192100.1.p	Pav_sc0000586.1_g490.1.mk
Prupe.2G328600.1.p	Pav_sc0000636.1_g480.1.mk
Prupe.2G320100.3.p	Pav_sc0000138.1_g490.1.mk
