transcript_id,D7-1,D7-2,D7-3,T3-1,T3-2,T3-3
MSTRG.1666.2,0,0,0,26,0,56
Prupe.6G036600.2_v2.0.a1,68,0,24,11,145,0
MSTRG.2680.1,1106,162,768,2555,2122,1366
Prupe.8G192400.3_v2.0.a1,0,0,0,81,0,130
Prupe.8G012100.1_v2.0.a1,0,0,0,2,2,0
MSTRG.13366.3,0,0,0,0,782,1080
Prupe.1G208600.6_v2.0.a1,8,0,0,0,0,0
Prupe.8G189300.2_v2.0.a1,0,0,84,0,74,0
Prupe.7G058500.1_v2.0.a1,609,468,452,911,1425,466
Prupe.4G185000.1_v2.0.a1,3727,2519,2835,3295,3969,1697
Prupe.2G209900.1_v2.0.a1,167,0,17,0,64,40
Prupe.1G466400.1_v2.0.a1,486,62,142,4,8,9
Prupe.1G457000.1_v2.0.a1,180,143,61,0,0,0
Prupe.3G066300.9_v2.0.a1,0,0,0,0,17,0
Prupe.1G060100.1_v2.0.a1,173,95,75,4,0,0
MSTRG.17573.1,32,0,49,869,91,509
Prupe.5G153700.1_v2.0.a1,1914,1250,1448,1646,1953,951
Prupe.4G162900.1_v2.0.a1,2,4,4,0,0,0
Prupe.4G010400.5_v2.0.a1,0,44,0,0,58,0
Prupe.3G118000.4_v2.0.a1,0,0,0,0,0,3
Prupe.2G312500.1_v2.0.a1,173,37,137,0,10,18
Prupe.6G094500.1_v2.0.a1,101,59,61,393,464,211
MSTRG.19147.1,69010,46149,48583,90453,105452,46922
Prupe.1G379000.2_v2.0.a1,1,0,0,49,17,0
Prupe.7G041500.2_v2.0.a1,0,0,5,39,9,15
Prupe.6G241400.1_v2.0.a1,676,465,445,1613,1792,877
Prupe.3G036200.1_v2.0.a1,0,2,1,8,12,0
Prupe.5G124600.1_v2.0.a1,510,379,379,741,797,375
Prupe.2G154600.4_v2.0.a1,0,0,0,22,0,0
Prupe.2G263000.1_v2.0.a1,4,5,2,0,3,3
Prupe.4G091800.2_v2.0.a1,455,423,173,1753,1550,884
Prupe.4G245900.1_v2.0.a1,0,0,0,5,12,0
Prupe.7G102600.2_v2.0.a1,0,16,59,105,5,48
Prupe.8G094400.1_v2.0.a1,2150,1272,1375,8299,9526,4135
Prupe.3G212300.1_v2.0.a1,785,452,492,620,715,466
MSTRG.11575.2,0,0,0,0,85,0
Prupe.7G010300.1_v2.0.a1,10,6,9,31,55,11
Prupe.5G242400.1_v2.0.a1,1450,806,935,3111,3804,1746
Prupe.2G129500.1_v2.0.a1,15,4,4,3,2,3
Prupe.6G362300.1_v2.0.a1,192,142,99,0,0,19
Prupe.2G224300.3_v2.0.a1,0,0,0,0,0,0
Prupe.6G193600.7_v2.0.a1,0,0,0,0,85,0
Prupe.4G153700.1_v2.0.a1,0,4,0,0,0,0
MSTRG.2005.1,71,50,60,73,145,60
Prupe.6G031500.3_v2.0.a1,0,0,0,0,0,0
Prupe.8G232900.1_v2.0.a1,684,346,436,884,1070,470
Prupe.5G098500.1_v2.0.a1,1105,775,804,2302,2749,1331
Prupe.6G267300.1_v2.0.a1,2377,1499,1669,2836,3302,1432
MSTRG.15560.1,122,31,72,124,83,94
Prupe.7G026800.14_v2.0.a1,0,0,0,0,9,0
MSTRG.15560.2,46,51,41,116,124,66
Prupe.1G407700.2_v2.0.a1,31,25,0,0,65,20
Prupe.7G270100.1_v2.0.a1,425,244,167,65,112,31
Prupe.1G490600.1_v2.0.a1,0,0,0,66,71,17
MSTRG.1339.1,26,33,18,100,170,74
Prupe.7G141200.1_v2.0.a1,523,336,380,72,80,31
Prupe.3G313500.1_v2.0.a1,677,526,429,1407,1743,778
Prupe.6G018400.1_v2.0.a1,1017,656,662,3543,3617,1474
Prupe.3G250800.1_v2.0.a1,991,589,597,1290,1634,688
Prupe.6G293100.1_v2.0.a1,849,475,544,1280,1375,595
Prupe.3G226100.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G218400.1_v2.0.a1,4,0,0,57,38,28
Prupe.1G097700.1_v2.0.a1,52,21,33,173,264,104
Prupe.7G012900.5_v2.0.a1,0,0,17,0,0,32
Prupe.2G219500.4_v2.0.a1,0,2,2,2,2,0
Prupe.3G045200.1_v2.0.a1,4225,2822,2546,4253,5351,2498
Prupe.4G000300.1_v2.0.a1,309,171,182,837,949,400
Prupe.2G063500.1_v2.0.a1,1958,1108,1153,1590,1753,799
Prupe.6G306300.1_v2.0.a1,88,209,314,381,477,210
Prupe.8G206400.1_v2.0.a1,1850,1281,1357,1421,1570,703
Prupe.8G032400.2_v2.0.a1,0,15,17,16,3,53
Prupe.7G240800.1_v2.0.a1,300,199,205,505,550,261
Prupe.8G131600.1_v2.0.a1,640,481,510,635,807,294
Prupe.6G200000.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G161500.2_v2.0.a1,46,53,38,9,13,6
Prupe.6G132000.1_v2.0.a1,2079,1334,1223,2309,2712,1262
Prupe.1G528100.1_v2.0.a1,2441,1737,1848,2318,2762,1412
Prupe.1G357700.2_v2.0.a1,0,0,0,0,0,0
MSTRG.17897.3,0,0,0,27,0,0
Prupe.6G191400.2_v2.0.a1,32,9,13,20,20,11
Prupe.7G053000.2_v2.0.a1,411,302,64,846,1019,332
Prupe.1G073600.2_v2.0.a1,0,68,0,368,310,179
Prupe.8G013000.2_v2.0.a1,66,0,188,170,535,420
Prupe.1G509600.1_v2.0.a1,13,11,6,19,7,7
Prupe.1G160700.1_v2.0.a1,1,1,0,0,0,0
Prupe.8G052000.4_v2.0.a1,0,0,9,1,16,52
Prupe.8G271300.3_v2.0.a1,5,8,0,820,833,10
Prupe.6G246900.7_v2.0.a1,40,0,49,0,0,97
Prupe.2G236100.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G378400.1_v2.0.a1,929,458,519,1504,1617,890
Prupe.7G233800.4_v2.0.a1,0,0,0,0,0,0
Prupe.2G305800.1_v2.0.a1,1038,0,0,0,1,12
Prupe.1G369900.19_v2.0.a1,0,0,0,0,0,0
Prupe.7G060900.1_v2.0.a1,509,338,316,806,728,315
Prupe.4G260500.4_v2.0.a1,0,0,0,0,9,1
Prupe.1G445600.4_v2.0.a1,1278,0,0,0,0,0
Prupe.3G179600.3_v2.0.a1,9,11,6,2,10,9
Prupe.6G312100.1_v2.0.a1,16,0,15,47,53,49
Prupe.1G264600.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G060700.7_v2.0.a1,0,0,0,146,489,504
Prupe.5G242300.1_v2.0.a1,718,300,472,931,910,264
Prupe.2G068300.1_v2.0.a1,0,0,1,3,0,1
Prupe.6G053800.1_v2.0.a1,1015,695,683,1531,1874,759
Prupe.2G140400.1_v2.0.a1,238,109,193,402,552,227
Prupe.3G164000.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G254100.2_v2.0.a1,269,177,170,179,297,124
Prupe.5G026100.9_v2.0.a1,7,0,0,271,163,39
Prupe.8G139900.1_v2.0.a1,8,0,6,3,2,0
Prupe.1G200000.19_v2.0.a1,0,0,0,16,0,0
MSTRG.12334.1,154,101,105,261,339,148
MSTRG.19915.2,25,12,29,16,33,8
MSTRG.12898.8,16,8,0,3,12,3
Prupe.7G026800.5_v2.0.a1,0,0,0,3,0,0
Prupe.5G221900.1_v2.0.a1,505,303,330,768,969,445
Prupe.7G095800.1_v2.0.a1,4,0,0,5,15,0
Prupe.2G306100.2_v2.0.a1,200,19,237,126,371,39
Prupe.2G216700.16_v2.0.a1,0,0,0,0,38,0
MSTRG.4112.2,316,149,215,202,487,46
Prupe.4G019200.1_v2.0.a1,535,380,292,4970,6322,2537
Prupe.1G030800.14_v2.0.a1,0,0,0,12,0,0
MSTRG.6111.2,67,0,0,166,209,0
Prupe.8G074900.1_v2.0.a1,567,397,382,504,559,254
Prupe.6G104600.3_v2.0.a1,0,0,0,0,0,0
MSTRG.6111.1,1868,1413,1470,2826,3225,1594
Prupe.7G172600.4_v2.0.a1,0,25,179,62,69,90
Prupe.7G026800.15_v2.0.a1,0,0,0,0,6,0
Prupe.8G253300.1_v2.0.a1,3189,1909,2007,4725,5395,2438
Prupe.4G204900.1_v2.0.a1,7964,5559,5769,6712,8162,3775
Prupe.8G082900.3_v2.0.a1,47,0,0,283,213,37
Prupe.3G014000.1_v2.0.a1,105,0,81,246,936,447
MSTRG.1266.1,0,3,0,190,267,108
Prupe.2G053600.3_v2.0.a1,0,0,0,0,0,0
Prupe.2G207400.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G252000.1_v2.0.a1,1374,718,912,204,297,191
Prupe.7G216300.1_v2.0.a1,56,31,34,32,37,19
Prupe.4G074000.1_v2.0.a1,335,339,127,502,1067,316
Prupe.3G099100.1_v2.0.a1,9,7,12,34,47,26
Prupe.7G124100.1_v2.0.a1,57,36,45,20,28,7
Prupe.1G215800.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G272800.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G062700.1_v2.0.a1,36,26,19,113,117,55
Prupe.2G075400.3_v2.0.a1,66,47,126,52,62,34
Prupe.1G065000.5_v2.0.a1,0,0,0,18,6,0
Prupe.6G027900.17_v2.0.a1,0,0,0,0,3,0
Prupe.3G246400.3_v2.0.a1,24,23,4,39,7,38
Prupe.3G316000.23_v2.0.a1,0,0,0,0,0,0
Prupe.8G040600.2_v2.0.a1,0,59,71,797,1568,745
Prupe.2G044600.1_v2.0.a1,16,0,9,25,16,14
Prupe.5G005500.1_v2.0.a1,322,202,216,109,98,48
Prupe.8G144900.1_v2.0.a1,158,102,116,240,261,120
Prupe.4G162700.1_v2.0.a1,11,7,12,0,5,2
Prupe.6G350800.1_v2.0.a1,193,99,126,411,405,178
Prupe.7G059300.3_v2.0.a1,0,60,29,0,5,0
Prupe.5G053000.4_v2.0.a1,1401,324,259,857,951,428
Prupe.6G081700.2_v2.0.a1,0,0,0,2128,416,258
Prupe.6G070500.1_v2.0.a1,0,0,0,14,0,0
Prupe.8G011700.2_v2.0.a1,0,0,0,0,7,4
MSTRG.13922.1,42,21,81,44,139,0
MSTRG.13922.3,47,52,0,128,0,11
Prupe.3G088100.1_v2.0.a1,1397,860,998,1547,1771,772
Prupe.5G141900.4_v2.0.a1,0,0,0,0,0,0
Prupe.4G168700.2_v2.0.a1,0,0,0,0,0,0
Prupe.2G020900.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G153700.1_v2.0.a1,289,183,176,136,143,67
Prupe.7G050400.1_v2.0.a1,273,166,177,344,448,196
Prupe.7G245800.1_v2.0.a1,0,0,0,0,0,0
MSTRG.1258.1,16,3,10,68,54,30
Prupe.3G178400.2_v2.0.a1,0,0,19,62,34,0
Prupe.1G011300.1_v2.0.a1,831,580,587,1718,1776,867
MSTRG.7323.11,385,23,70,49,179,15
Prupe.2G179100.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G374900.3_v2.0.a1,29,68,17,12,187,41
Prupe.1G043500.1_v2.0.a1,9,0,0,0,0,0
MSTRG.9700.2,34,23,42,158,89,78
MSTRG.4556.1,77,37,11,531,715,250
Prupe.7G011800.1_v2.0.a1,61,0,109,2,0,0
Prupe.6G332000.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G134600.1_v2.0.a1,1469,711,868,3624,4141,1693
Prupe.3G180000.1_v2.0.a1,358,242,254,502,578,318
Prupe.8G163000.1_v2.0.a1,10450,6420,6097,24439,31746,13424
MSTRG.19331.1,31,13,32,77,7,0
MSTRG.12957.7,34,19,0,32,20,0
MSTRG.3351.1,1163,860,870,2036,2520,978
MSTRG.12957.5,0,11,0,0,0,111
MSTRG.12957.2,62,107,19,114,121,47
MSTRG.12957.3,94,0,40,195,111,0
Prupe.7G019800.1_v2.0.a1,1073,683,651,1577,1826,806
MSTRG.14382.1,72,75,61,188,193,64
Prupe.3G245000.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G260400.1_v2.0.a1,495,322,427,411,507,218
Prupe.2G326700.1_v2.0.a1,72,65,27,143,131,14
Prupe.4G202300.5_v2.0.a1,0,0,0,79,109,0
Prupe.4G026600.3_v2.0.a1,16,0,0,6,8,0
Prupe.6G161700.1_v2.0.a1,19,0,4,15,8,14
Prupe.8G207700.3_v2.0.a1,0,0,0,0,0,0
Prupe.5G145000.3_v2.0.a1,0,0,0,0,0,138
Prupe.6G027900.20_v2.0.a1,0,0,0,0,5,0
Prupe.6G091300.7_v2.0.a1,0,0,0,0,0,0
Prupe.7G109600.2_v2.0.a1,0,18,0,0,0,0
Prupe.2G233500.1_v2.0.a1,7441,4951,5126,4260,5067,2174
Prupe.7G199900.1_v2.0.a1,716,397,452,957,821,433
Prupe.3G263200.3_v2.0.a1,0,0,0,0,0,0
MSTRG.104.3,0,0,0,264,0,0
Prupe.6G031200.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G011900.1_v2.0.a1,0,0,0,0,3,1
Prupe.6G217000.1_v2.0.a1,788,476,604,7833,9101,4169
Prupe.6G138500.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G228200.2_v2.0.a1,0,0,0,0,0,0
Prupe.4G173700.1_v2.0.a1,124,73,83,26,33,20
Prupe.4G050500.2_v2.0.a1,0,29,0,139,18,18
Prupe.7G202300.2_v2.0.a1,0,0,0,0,0,0
Prupe.5G135100.10_v2.0.a1,47,51,38,40,101,56
Prupe.4G009800.1_v2.0.a1,11240,7270,7887,3092,3978,1670
Prupe.3G166300.3_v2.0.a1,0,0,4,26,0,0
Prupe.6G352500.1_v2.0.a1,297,261,193,542,719,164
MSTRG.15736.3,90,46,65,138,23,39
Prupe.5G233800.2_v2.0.a1,0,4,0,0,0,3
Prupe.1G287700.1_v2.0.a1,465,269,265,608,645,276
Prupe.1G466700.1_v2.0.a1,416,239,273,341,377,195
Prupe.7G154300.2_v2.0.a1,68,0,0,0,0,0
MSTRG.10580.2,3652,2471,2610,2404,2037,1588
Prupe.5G207900.1_v2.0.a1,1567,1040,1063,41,48,14
Prupe.8G165700.9_v2.0.a1,0,4,4,0,0,0
Prupe.7G001900.5_v2.0.a1,0,4,7,9,16,5
Prupe.1G164000.4_v2.0.a1,0,17,8,0,0,10
Prupe.7G002000.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G225100.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G110500.1_v2.0.a1,4432,2940,3058,2138,2569,1147
Prupe.5G186200.1_v2.0.a1,65,42,35,98,105,37
Prupe.1G508100.15_v2.0.a1,0,0,0,8,27,0
Prupe.7G225400.1_v2.0.a1,58,27,11,20,31,5
Prupe.4G004800.3_v2.0.a1,753,380,398,865,1064,281
MSTRG.14455.5,413,2,0,6,13,0
Prupe.2G263700.1_v2.0.a1,883,522,562,1234,1478,646
Prupe.7G143900.4_v2.0.a1,34,0,0,0,0,0
Prupe.4G235300.1_v2.0.a1,920,543,587,1592,2004,985
Prupe.8G136700.4_v2.0.a1,0,0,0,0,0,0
Prupe.6G268500.1_v2.0.a1,0,0,0,0,3,2
Prupe.5G135500.6_v2.0.a1,9,0,0,0,0,9
Prupe.6G096400.2_v2.0.a1,0,0,0,0,0,0
Prupe.6G044400.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G218100.1_v2.0.a1,931,2,85,0,425,0
MSTRG.18488.1,137,113,0,295,268,106
Prupe.6G177000.2_v2.0.a1,59,59,1,1,44,1
Prupe.3G075300.2_v2.0.a1,26,54,13,40,38,0
MSTRG.2880.3,0,0,19,138,213,55
Prupe.4G165200.2_v2.0.a1,77,14,20,105,26,32
MSTRG.13405.1,20,16,17,39,31,17
Prupe.1G469700.2_v2.0.a1,0,0,0,0,0,0
Prupe.4G167600.4_v2.0.a1,4,9,0,0,3,0
Prupe.7G057400.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G364100.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G502900.7_v2.0.a1,0,0,0,0,0,0
Prupe.3G161000.4_v2.0.a1,0,0,0,0,0,1
MSTRG.6652.3,5,11,1,3,0,0
Prupe.2G027300.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G268500.2_v2.0.a1,0,0,0,76,0,19
Prupe.7G269000.2_v2.0.a1,327,272,146,169,190,88
Prupe.5G090000.1_v2.0.a1,17,15,6,82,108,50
Prupe.5G094800.2_v2.0.a1,0,0,0,0,45,0
Prupe.2G216700.26_v2.0.a1,0,0,0,0,0,0
Prupe.3G203300.1_v2.0.a1,40,24,23,4,0,0
Prupe.1G451400.4_v2.0.a1,9,12,14,3,4,9
Prupe.7G219300.1_v2.0.a1,106,59,81,84,113,55
Prupe.2G313200.4_v2.0.a1,0,33,0,16,7,121
Prupe.5G205200.2_v2.0.a1,0,0,0,0,49,0
MSTRG.5392.5,6,7,2,7,11,13
MSTRG.5392.2,325,182,220,224,221,125
Prupe.2G190100.2_v2.0.a1,0,47,0,0,73,0
Prupe.1G427500.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G493500.13_v2.0.a1,97,119,289,110,212,34
Prupe.8G235500.1_v2.0.a1,23,9,17,8,17,0
MSTRG.7239.3,0,0,0,0,0,38
Prupe.2G315200.4_v2.0.a1,0,0,0,0,0,0
Prupe.3G029400.5_v2.0.a1,0,0,0,29,34,0
Prupe.7G247400.1_v2.0.a1,84,86,88,283,401,138
Prupe.4G254100.17_v2.0.a1,58,9,5,48,64,27
MSTRG.2218.2,5,8,12,57,98,52
Prupe.2G049700.1_v2.0.a1,87,73,63,310,469,148
Prupe.1G501800.5_v2.0.a1,0,0,0,0,10,2
Prupe.1G068900.13_v2.0.a1,0,0,0,0,0,0
Prupe.5G022500.1_v2.0.a1,0,0,2,0,0,5
Prupe.1G053800.1_v2.0.a1,5915,4071,4088,5586,6279,2720
Prupe.6G221000.1_v2.0.a1,0,0,0,15,1,6
Prupe.6G190400.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G204900.8_v2.0.a1,25,0,0,53,57,0
Prupe.3G142600.1_v2.0.a1,66,40,42,160,214,78
Prupe.6G050000.1_v2.0.a1,3040,2024,2058,1732,2332,970
Prupe.3G210400.1_v2.0.a1,34,22,27,63,95,38
Prupe.1G103900.3_v2.0.a1,0,0,0,0,0,0
Prupe.6G101300.4_v2.0.a1,3,1,18,8,0,6
MSTRG.8045.1,346,193,193,883,217,371
Prupe.2G311600.3_v2.0.a1,0,0,0,0,0,0
Prupe.7G247100.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G065600.2_v2.0.a1,298,122,134,211,584,189
Prupe.6G244800.9_v2.0.a1,9,2,24,18,3,0
Prupe.3G132200.3_v2.0.a1,0,0,0,0,0,0
MSTRG.8114.1,0,123,0,218,290,103
Prupe.7G134900.2_v2.0.a1,0,0,0,0,0,0
Prupe.8G241500.2_v2.0.a1,185,135,158,261,216,221
Prupe.1G463900.1_v2.0.a1,1834,1087,1221,2071,2543,1042
Prupe.6G168500.3_v2.0.a1,0,0,136,0,148,12
Prupe.7G245400.1_v2.0.a1,627,495,521,579,592,288
Prupe.3G231900.1_v2.0.a1,205,66,82,36,164,97
Prupe.5G068700.1_v2.0.a1,398,222,257,250,234,130
MSTRG.9951.7,109,0,0,45,173,144
Prupe.8G017200.1_v2.0.a1,16,12,6,42,75,38
Prupe.8G133900.1_v2.0.a1,0,4,7,6202,8344,3627
Prupe.6G356100.4_v2.0.a1,0,0,0,6,0,0
Prupe.6G126300.1_v2.0.a1,841,512,510,792,840,395
MSTRG.9951.9,275,0,282,68,553,151
MSTRG.13661.5,0,0,33,27,51,20
MSTRG.13661.4,123,11,74,124,130,53
Prupe.5G004100.2_v2.0.a1,5,36,17,29,29,19
Prupe.5G198400.3_v2.0.a1,0,0,0,0,0,0
Prupe.6G060400.1_v2.0.a1,0,0,0,0,0,0
MSTRG.13661.2,0,0,36,51,25,0
Prupe.6G033400.2_v2.0.a1,117,3,54,177,165,118
Prupe.1G093100.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G240300.1_v2.0.a1,30,15,16,0,0,0
MSTRG.4852.1,7,4,10,5,14,5
Prupe.3G139900.5_v2.0.a1,7,0,2,5,196,4
Prupe.1G297300.1_v2.0.a1,266,143,77,96,165,110
MSTRG.10761.1,10,23,12,43,58,6
Prupe.1G548200.1_v2.0.a1,0,0,23,7,208,222
Prupe.4G110400.2_v2.0.a1,0,0,0,0,0,0
MSTRG.15750.1,435,259,286,654,797,370
Prupe.6G062400.1_v2.0.a1,6,12,6,14,4,5
Prupe.6G124200.6_v2.0.a1,0,0,0,40,0,52
Prupe.4G208900.1_v2.0.a1,0,0,0,0,0,0
MSTRG.12306.2,0,0,0,0,78,0
Prupe.1G340700.2_v2.0.a1,0,68,135,523,604,0
Prupe.2G142800.2_v2.0.a1,0,2,0,19,18,13
Prupe.1G375300.1_v2.0.a1,74,38,29,203,193,85
MSTRG.5913.1,68,21,16,9,16,12
Prupe.2G066000.1_v2.0.a1,47,29,47,136,172,92
Prupe.1G280400.1_v2.0.a1,1177,835,896,2468,2990,1219
Prupe.1G207600.1_v2.0.a1,7430,4394,4361,6107,7302,3163
Prupe.7G267100.12_v2.0.a1,0,0,0,19,10,0
Prupe.6G268100.2_v2.0.a1,122,58,187,275,167,224
Prupe.4G249600.1_v2.0.a1,1189,677,823,2287,1684,1221
Prupe.3G214200.3_v2.0.a1,12,0,0,50,174,54
Prupe.8G003200.5_v2.0.a1,0,0,0,0,0,0
Prupe.4G155700.3_v2.0.a1,0,0,0,0,0,0
MSTRG.15637.2,0,0,0,0,293,1856
MSTRG.11164.2,155,13,21,176,175,116
Prupe.6G066600.1_v2.0.a1,0,0,0,0,0,0
MSTRG.9118.1,91,53,40,195,44,0
Prupe.1G455100.1_v2.0.a1,901,584,1,539,1266,382
Prupe.2G190800.7_v2.0.a1,0,0,0,123,0,0
Prupe.4G281500.6_v2.0.a1,0,0,0,9,34,67
Prupe.2G113800.1_v2.0.a1,66,31,34,149,200,76
MSTRG.13675.1,0,0,0,123,47,0
Prupe.1G234500.2_v2.0.a1,0,0,0,360,486,10
Prupe.1G257100.2_v2.0.a1,0,0,0,4,6,0
MSTRG.12255.2,56,29,26,35,24,26
Prupe.2G267200.1_v2.0.a1,0,0,23,104,0,0
MSTRG.16591.4,0,0,0,78,50,42
Prupe.4G261000.4_v2.0.a1,0,0,0,0,0,0
Prupe.1G362600.1_v2.0.a1,9,14,8,29,26,25
Prupe.1G033300.1_v2.0.a1,0,0,0,0,4,0
MSTRG.16591.3,66,48,69,23,18,6
MSTRG.16591.9,0,0,6,0,0,0
Prupe.1G290800.1_v2.0.a1,27,26,28,25,27,10
Prupe.4G073700.1_v2.0.a1,742,467,454,784,940,420
Prupe.6G251900.1_v2.0.a1,4332,2604,2865,11887,13798,6061
Prupe.6G327100.2_v2.0.a1,0,0,0,0,0,0
MSTRG.19970.3,0,0,46,142,120,41
Prupe.1G458600.1_v2.0.a1,3684,2321,2398,918,1052,436
MSTRG.3528.1,390,205,179,324,306,0
Prupe.7G074400.1_v2.0.a1,174,101,121,345,485,202
Prupe.4G007600.1_v2.0.a1,0,8,10,31,21,8
Prupe.7G157100.1_v2.0.a1,112,68,89,149,176,62
Prupe.7G027900.2_v2.0.a1,47,0,0,97,85,21
Prupe.3G051500.1_v2.0.a1,591,693,244,706,316,35
Prupe.7G179400.1_v2.0.a1,226,94,120,1757,1854,737
Prupe.3G028900.1_v2.0.a1,10,4,6,5,16,2
Prupe.2G181200.4_v2.0.a1,76,98,53,68,65,65
Prupe.1G576900.1_v2.0.a1,1133,703,758,2247,2623,1287
Prupe.5G206700.3_v2.0.a1,0,0,0,96,0,0
Prupe.7G238400.2_v2.0.a1,0,0,0,0,0,0
MSTRG.9661.5,0,0,441,1260,1493,467
MSTRG.9661.4,23,27,127,1384,1655,469
MSTRG.5104.1,604,285,817,4088,5042,1866
Prupe.4G060000.1_v2.0.a1,153,141,6,632,580,300
Prupe.4G127900.1_v2.0.a1,712,486,566,880,970,479
Prupe.8G229300.7_v2.0.a1,0,0,0,0,0,0
Prupe.1G203000.3_v2.0.a1,13,0,10,0,1,5
Prupe.2G326600.5_v2.0.a1,370,136,92,76,280,283
Prupe.2G262200.4_v2.0.a1,0,0,0,0,0,0
Prupe.6G085000.1_v2.0.a1,2,0,26,0,45,18
Prupe.8G015300.1_v2.0.a1,30,20,0,0,0,0
Prupe.6G220400.3_v2.0.a1,84,135,190,37,99,220
MSTRG.11909.1,98,81,0,515,492,255
Prupe.8G260500.1_v2.0.a1,1335,942,1070,1652,1901,928
Prupe.1G308600.1_v2.0.a1,26,25,29,42,54,28
Prupe.6G074300.1_v2.0.a1,1006,709,709,1319,1646,782
Prupe.4G277100.11_v2.0.a1,0,0,0,15,18,0
Prupe.5G154500.7_v2.0.a1,0,0,0,0,0,0
MSTRG.9606.2,0,0,0,0,8,86
Prupe.5G230400.1_v2.0.a1,577,395,357,1056,1286,527
Prupe.2G298700.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G446900.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G500200.1_v2.0.a1,2,0,2,0,3,0
Prupe.2G164800.3_v2.0.a1,0,0,0,0,30,0
Prupe.7G049900.2_v2.0.a1,0,0,0,0,0,0
Prupe.5G112000.1_v2.0.a1,5,5,3,55,49,30
Prupe.1G514700.2_v2.0.a1,0,0,6,0,0,0
Prupe.1G566800.7_v2.0.a1,0,0,0,0,0,0
Prupe.2G238200.1_v2.0.a1,310,128,151,194,194,89
MSTRG.11484.1,0,28,92,19,0,0
Prupe.8G219400.2_v2.0.a1,4295,2764,2911,5991,7211,3043
Prupe.6G235600.6_v2.0.a1,0,0,0,147,87,95
Prupe.1G275300.1_v2.0.a1,550,384,434,186,245,113
Prupe.6G160600.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G242300.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G020900.1_v2.0.a1,449,287,310,1263,1460,567
Prupe.6G149300.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G341400.1_v2.0.a1,814,559,596,1238,810,731
Prupe.2G062200.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G231900.2_v2.0.a1,0,2,2,11,8,9
Prupe.1G451300.2_v2.0.a1,0,0,0,37,42,0
Prupe.7G124800.1_v2.0.a1,342,60,69,0,158,106
Prupe.3G071600.3_v2.0.a1,88,0,104,164,157,76
Prupe.3G134500.1_v2.0.a1,1381,979,1054,3825,4601,1926
MSTRG.12321.2,13,23,22,83,107,25
Prupe.2G310700.8_v2.0.a1,0,0,0,0,0,0
Prupe.3G134400.1_v2.0.a1,2072,1352,1459,2757,3295,1434
Prupe.5G032600.1_v2.0.a1,8,0,0,25,27,9
Prupe.6G034100.3_v2.0.a1,0,0,0,0,33,0
Prupe.6G033600.1_v2.0.a1,773,542,541,814,1002,463
Prupe.3G304000.2_v2.0.a1,0,0,0,0,0,0
Prupe.8G091900.1_v2.0.a1,2140,1571,1531,5079,5258,3155
Prupe.2G015500.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G239800.1_v2.0.a1,913,618,680,19,49,21
Prupe.2G168600.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G299800.1_v2.0.a1,0,0,0,11,4,6
Prupe.8G033800.3_v2.0.a1,55,102,73,384,872,335
Prupe.1G581900.1_v2.0.a1,3050,1961,2158,4525,5302,2427
Prupe.1G149800.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G332800.3_v2.0.a1,0,23,0,0,0,0
Prupe.7G163100.1_v2.0.a1,202,2447,1103,689,1150,555
MSTRG.14103.3,19,13,16,133,98,53
Prupe.2G049500.7_v2.0.a1,10,0,0,0,0,0
Prupe.8G075600.2_v2.0.a1,306,196,237,459,573,238
Prupe.1G400900.3_v2.0.a1,0,0,0,0,0,0
Prupe.7G023400.4_v2.0.a1,0,0,0,0,0,0
Prupe.7G139500.1_v2.0.a1,20,17,22,27,17,18
